mintime,lat,lon,alt,velocity,heading,vertrate,nic,nac,icao24
2019-09-17 07:07:49.580,35.0308760252877,-117.662764963623,5230.17229888307,101.241082826042,254.288740597282,5.91552312347656,9,0,ae0943
2019-09-17 07:07:50.580,35.030630807103,-117.663837240642,5236.07229338356,101.626664658244,254.491912990209,5.88350962734709,9,0,ae0943
2019-09-17 07:07:51.580,35.0303875601818,-117.664913216508,5241.93740563743,101.7739659583,254.62891389453,5.84575863023006,9,0,ae0943
2019-09-17 07:07:52.580,35.0301458392366,-117.665990021831,5247.76189814369,101.683041830649,254.69899463533,5.80227013212545,9,0,ae0943
2019-09-17 07:07:53.580,35.0299051792708,-117.667064787778,5253.54003340136,101.353816063788,254.702101517572,5.75304413303328,9,0,ae0943
2019-09-17 07:07:54.580,35.0296651219928,-117.668134648798,5259.26607390943,100.786087297572,254.638874448582,5.69808063295355,9,0,ae0943
2019-09-17 07:07:55.580,35.0294252419429,-117.669196745291,5264.93428216693,99.9795282178516,254.510640341921,5.63737963188624,9,0,ae0943
2019-09-17 07:07:56.580,35.0291851718556,-117.670248226383,5270.53892067287,98.9336783163414,254.319401322572,5.57094112983137,9,0,ae0943
2019-09-17 07:07:57.580,35.0289446267851,-117.671286252958,5276.07425192627,97.647931416012,254.067817714324,5.49876512678893,9,0,ae0943
2019-09-17 07:07:58.580,35.0287034265419,-117.672308001042,5281.53453842612,96.121519745224,253.759185767225,5.42085162275893,9,0,ae0943
2019-09-17 07:07:59.580,35.028461516005,-117.673310665615,5286.91404267146,94.3534968119465,253.39741008358,5.33720061774136,9,0,ae0943
2019-09-17 07:08:00.580,35.0282189829009,-117.674291464861,5292.20702716128,92.342721651835,252.986970730064,5.24781211173622,9,0,ae0943
2019-09-17 07:08:01.580,35.0279760726753,-117.675247644805,5297.4077543946,90.0878471757074,252.532885082497,5.15268610474352,9,0,ae0943
2019-09-17 07:08:02.580,35.0277332001203,-117.67617648423,5302.51048687043,87.587315306223,252.040664536233,5.05182259676325,9,0,ae0943
2019-09-17 07:08:03.580,35.0274909574672,-117.677075299705,5307.5094870878,84.8393613637517,251.516266322796,4.94522158779541,9,0,ae0943
2019-09-17 07:08:04.580,35.0272501187101,-117.677941450486,5312.3990175457,81.8420297430634,250.96604079282,4.83288307784001,9,0,ae0943
2019-09-17 07:08:05.580,35.0270116399828,-117.678772343027,5317.17334074315,78.5932023343391,250.396674644507,4.71480706689703,9,0,ae0943
2019-09-17 07:08:05.918,35.0269317626953,-117.679044762436,5318.76,92.7855054725364,253.574604990099,4.6736,9,0.375,ae0943
2019-09-17 07:08:06.540,35.0268402099609,-117.679437131298,5318.76,92.7855054725364,253.574604990099,4.8768,9,1,ae0943
2019-09-17 07:08:06.549,35.0268347788665,-117.679424285889,5318.76,92.7855054725364,253.574604990099,4.8768,9,1,ae0943
2019-09-17 07:08:06.894,35.0267028808594,-117.679997658243,5326.38,92.7855054725364,253.574604990099,4.8768,9,0.582010582010582,ae0943
2019-09-17 07:08:07.479,35.0265554654396,-117.680511474609,5326.38,92.7855054725364,253.574604990099,4.8768,9,0.668073136427567,ae0943
2019-09-17 07:08:08.058,35.026462360964,-117.680854797363,5326.38,92.7855054725364,253.574604990099,4.95521129411765,9,0.241176470588235,ae0943
2019-09-17 07:08:08.244,35.0264739990234,-117.680838448661,5326.38,92.7855054725364,253.574604990099,5.13307105882353,9,0.788235294117647,ae0943
2019-09-17 07:08:08.317,35.0263692564883,-117.681255340576,5334,92.7855054725364,253.574604990099,5.20192,9,0.996153846153846,ae0943
2019-09-17 07:08:08.576,35.0263824462891,-117.681230817522,5334,92.7855054725364,253.574604990099,5.20192,9,0,ae0943
2019-09-17 07:08:08.617,35.0262451171875,-117.681735291773,5334,92.7855054725364,253.574604990099,5.20192,9,0.214659685863874,ae0943
2019-09-17 07:08:08.816,35.0262451171875,-117.681735291773,5334,92.7855054725364,253.574604990099,5.20192,9,0.958083832335329,ae0943
2019-09-17 07:08:09.252,35.0261364952993,-117.682228088379,5334,92.7855054725364,253.574604990099,5.20192,9,0.585115483319076,ae0943
2019-09-17 07:08:09.669,35.0260162353516,-117.682744240274,5341.62,92.7855054725364,253.574604990099,5.20192,9,0.228400342172797,ae0943
2019-09-17 07:08:09.882,35.0260162353516,-117.682744240274,5341.62,92.7855054725364,253.574604990099,5.20192,9,0.0461933276304534,ae0943
